primary_title,premiered,title_id,nudity,violence,profanity,alcohol,frightening
"Dylan Dog: Dead of Night",2010,tt1013860,Mild,Moderate,Mild,Mild,Moderate
"Alice in Wonderland",2010,tt1014759,None,Moderate,None,Mild,Moderate
"The Runaways",2010,tt1017451,Moderate,Mild,Severe,Moderate,Mild
Centurion,2010,tt1020558,None,Severe,Moderate,Mild,Moderate
"Certified Copy",2010,tt1020773,None,None,Mild,Mild,None
"The Way Back",2010,tt1023114,Mild,Moderate,Mild,Mild,Moderate
"Wall Street: Money Never Sleeps",2010,tt1027718,Mild,Mild,Moderate,Mild,Mild
Secretariat,2010,tt1028576,None,None,Mild,None,None
"The Warrior's Way",2010,tt1032751,Mild,Severe,Moderate,Moderate,Moderate
"The Book of Eli",2010,tt1037705,Mild,Severe,Moderate,Mild,Moderate
Legion,2010,tt1038686,None,Severe,Severe,Mild,Severe
"The Bounty Hunter",2010,tt1038919,Mild,Mild,Mild,Mild,None
Howl,2010,tt1049402,Moderate,None,Severe,Moderate,None
"Repo Men",2010,tt1053424,Moderate,Severe,Severe,Mild,Severe
"Life as We Know It",2010,tt1055292,Mild,None,Mild,Mild,None
"Jonah Hex",2010,tt1075747,Mild,Moderate,Mild,Mild,Mild
Killers,2010,tt1103153,Mild,Moderate,Moderate,Mild,Moderate
"Tron: Legacy",2010,tt1104001,None,Mild,Mild,Mild,Moderate
"Dirty Girl",2010,tt1107319,Moderate,,Mild,,
"Jackass 3D",2010,tt1116184,Severe,Severe,Severe,Mild,Severe
"Blue Valentine",2010,tt1120985,Moderate,Moderate,Severe,Moderate,Moderate
"Detective Dee: The Mystery of the Phantom Flame",2010,tt1123373,Mild,Moderate,Mild,None,Mild
Burlesque,2010,tt1126591,Mild,None,Mild,Moderate,None
"Morning Glory",2010,tt1126618,Mild,None,Moderate,Mild,None
"Shutter Island",2010,tt1130884,Mild,Severe,Moderate,Moderate,Severe
Takers,2010,tt1135084,Mild,Moderate,Moderate,Mild,Moderate
"The Ghost Writer",2010,tt1139328,Mild,Moderate,Moderate,Mild,Mild
"The Karate Kid",2010,tt1155076,None,Moderate,Mild,None,Mild
Biutiful,2010,tt1164999,Moderate,Moderate,Moderate,Moderate,Moderate
"22 Bullets",2010,tt1167638,Mild,Severe,Moderate,Mild,Moderate
"The Company Men",2010,tt1172991,Mild,,Moderate,Mild,Mild
"The Bang Bang Club",2010,tt1173687,Moderate,Severe,Severe,Moderate,Moderate
"All Good Things",2010,tt1175709,Moderate,Moderate,Moderate,Moderate,Mild
"The Extraordinary Adventures of Adèle Blanc-Sec",2010,tt1179025,Mild,Mild,None,Mild,Mild
"From Paris with Love",2010,tt1179034,Mild,Severe,Severe,Moderate,Moderate
"A Nightmare on Elm Street",2010,tt1179056,Mild,Severe,Moderate,Moderate,Severe
"6 Souls",2010,tt1179069,None,Moderate,Mild,None,Moderate
"Black Death",2010,tt1181791,None,Severe,Moderate,Mild,Severe
Bunraku,2010,tt1181795,Mild,Moderate,Severe,Moderate,Moderate
"You Will Meet a Tall Dark Stranger",2010,tt1182350,Mild,None,Mild,None,
"Welcome to the Rileys",2010,tt1183923,Mild,None,Moderate,Moderate,Mild
"When in Rome",2010,tt1185416,Mild,Mild,Mild,Mild,None
Peacock,2010,tt1188113,None,Mild,Mild,Mild,Mild
"My Name Is Khan",2010,tt1188996,Mild,Mild,Moderate,None,Moderate
"Step Up 3D",2010,tt1193631,Mild,None,Mild,None,None
"Casino Jack",2010,tt1194417,Mild,Mild,Severe,Mild,
"Diary of a Wimpy Kid",2010,tt1196141,Mild,Mild,Mild,None,None
"Cemetery Junction",2010,tt1196204,None,Mild,Moderate,Mild,None
Kites,2010,tt1198101,Mild,Moderate,None,None,Moderate
Hereafter,2010,tt1212419,Mild,Mild,Mild,Mild,Moderate
"The Back-up Plan",2010,tt1212436,Moderate,None,Moderate,Mild,None
"Alpha and Omega",2010,tt1213012,Mild,Mild,None,Mild,Mild
"London Boulevard",2010,tt1213648,Moderate,Moderate,Severe,Moderate,Mild
"Leap Year",2010,tt1216492,Mild,Mild,Mild,None,None
Womb,2010,tt1216520,Mild,Mild,Moderate,Mild,Severe
"Legend of the Guardians: The Owls of Ga'Hoole",2010,tt1219342,None,Moderate,None,None,Moderate
"Resident Evil: Afterlife",2010,tt1220634,Mild,Severe,Moderate,None,Moderate
"Henry's Crime",2010,tt1220888,Mild,Mild,Moderate,None,Mild
"Get Him to the Greek",2010,tt1226229,Severe,Mild,Severe,Moderate,None
"Edge of Darkness",2010,tt1226273,None,Severe,Severe,Mild,Moderate
"The Debt",2010,tt1226753,Mild,Moderate,Moderate,Mild,Moderate
"Iron Man 2",2010,tt1228705,Mild,Moderate,Mild,Mild,Moderate
"Let Me In",2010,tt1228987,Mild,Severe,Moderate,Mild,Moderate
"The Yellow Sea",2010,tt1230385,Moderate,Severe,Severe,Mild,Severe
"Due Date",2010,tt1231583,Mild,Mild,Severe,Moderate,Mild
"Hot Tub Time Machine",2010,tt1231587,Moderate,Moderate,Severe,Severe,Mild
Greenberg,2010,tt1234654,Moderate,None,Severe,Moderate,Mild
"Wild Target",2010,tt1235189,Mild,Moderate,Mild,Mild,Mild
"I Spit on Your Grave",2010,tt1242432,Severe,Severe,Severe,Moderate,Severe
"The Tourist",2010,tt1243957,Mild,Mild,Mild,Mild,Mild
"Extraordinary Measures",2010,tt1244659,None,Mild,Moderate,Mild,Mild
Conviction,2010,tt1244754,Mild,Moderate,Severe,Mild,Mild
RED,2010,tt1245526,Mild,Moderate,Moderate,Mild,Moderate
Kick-Ass,2010,tt1250777,Moderate,Severe,Severe,Moderate,Moderate
Incendies,2010,tt1255953,Mild,Severe,Mild,None,Severe
"Sex and the City 2",2010,tt1261945,Moderate,None,Moderate,Mild,None
"Room in Rome",2010,tt1263750,Severe,Mild,Mild,Mild,None
"Operation: Endgame",2010,tt1268987,None,Severe,Severe,Mild,Moderate
"Don't Be Afraid of the Dark",2010,tt1270761,None,Moderate,Mild,Mild,Moderate
"Hatchet II",2010,tt1270835,Moderate,Severe,Moderate,Mild,Severe
"Norwegian Wood",2010,tt1270842,Moderate,Mild,None,Mild,Moderate
"A Serbian Film",2010,tt1273235,Severe,Severe,Severe,Severe,Severe
"The Spy Next Door",2010,tt1273678,None,Mild,Mild,None,None
"Date Night",2010,tt1279935,Moderate,Mild,Moderate,Mild,Mild
"Easy A",2010,tt1282140,Moderate,Mild,Moderate,Mild,None
"The Social Network",2010,tt1285016,Moderate,None,Moderate,Moderate,Mild
"Cats & Dogs: The Revenge of Kitty Galore",2010,tt1287468,None,Mild,Mild,Moderate,Mild
Poetry,2010,tt1287878,Moderate,Mild,Mild,Mild,Mild
Raajneeti,2010,tt1291465,Mild,Moderate,Moderate,None,Moderate
"Snabba Cash",2010,tt1291652,Mild,Severe,Mild,Mild,Moderate
"The Last Song",2010,tt1294226,None,Mild,Mild,Mild,Mild
"Last Night",2010,tt1294688,Mild,None,Mild,Mild,None
"Waiting for Forever",2010,tt1296898,None,,,,
"Yogi Bear",2010,tt1302067,None,None,None,None,None
Enthiran,2010,tt1305797,Mild,Moderate,Mild,Moderate,Moderate
"Animal Kingdom",2010,tt1313092,None,Moderate,Severe,Severe,Moderate
"The Housemaid",2010,tt1314652,Moderate,Moderate,Mild,Mild,Moderate
Devil,2010,tt1314655,Mild,Moderate,Mild,Mild,Moderate
"Birdemic: Shock and Terror",2010,tt1316037,Mild,Moderate,Moderate,Mild,Severe
Wrecked,2010,tt1316622,None,Moderate,Moderate,None,Moderate
"Little Big Soldier",2010,tt1319718,None,Moderate,Mild,Mild,Moderate
"Burke and Hare",2010,tt1320239,Mild,Moderate,Moderate,Mild,Mild
"The Last Exorcism",2010,tt1320244,Mild,Moderate,Mild,Mild,Severe
"The Expendables",2010,tt1320253,None,Severe,Moderate,Mild,Moderate
"Gulliver's Travels",2010,tt1320261,Mild,Mild,Mild,None,Mild
"The Reef",2010,tt1320291,None,Moderate,Moderate,None,Moderate
"Death at a Funeral",2010,tt1321509,Moderate,Mild,Severe,Moderate,None
"Going the Distance",2010,tt1322312,Moderate,None,Severe,Moderate,None
Submarino,2010,tt1322385,Severe,Moderate,Moderate,Severe,Severe
Frozen,2010,tt1323045,None,Severe,Moderate,Mild,Severe
"Despicable Me",2010,tt1323594,None,Mild,None,None,Mild
"The Twilight Saga: Eclipse",2010,tt1325004,Mild,Moderate,Mild,Mild,Moderate
"Gainsbourg: A Heroic Life",2010,tt1329457,Moderate,None,Severe,Severe,None
"King of Devil's Island",2010,tt1332134,Mild,Moderate,Mild,Mild,Moderate
"Never Let Me Go",2010,tt1334260,Moderate,Mild,None,Mild,Moderate
"The Perfect Host",2010,tt1334553,Mild,Moderate,Mild,Moderate,Moderate
Cyrus,2010,tt1336617,Mild,Mild,Moderate,Moderate,None
"In a Better World",2010,tt1340107,Mild,Severe,Moderate,Mild,Moderate
"Four Lions",2010,tt1341167,Mild,Moderate,Severe,None,Moderate
"How Do You Know",2010,tt1341188,Mild,None,Moderate,Mild,None
"The Shrine",2010,tt1341710,Mild,Severe,Moderate,None,Severe
Ishqiya,2010,tt1345777,Moderate,Mild,Moderate,Mild,Mild
"I'm Still Here",2010,tt1356864,Severe,Moderate,Severe,Severe,Mild
"The Ward",2010,tt1369706,None,Moderate,Mild,Mild,Moderate
"Made in Dagenham",2010,tt1371155,Mild,None,Mild,Mild,None
"Karthik Calling Karthik",2010,tt1373156,None,,None,Mild,Mild
Inception,2010,tt1375666,None,Moderate,Mild,Mild,Moderate
"Grown Ups",2010,tt1375670,Mild,Mild,Mild,Mild,None
"Cop Out",2010,tt1385867,Mild,Severe,Severe,Mild,Mild
"The Other Guys",2010,tt1386588,Mild,Moderate,Moderate,Mild,None
"Ip Man 2",2010,tt1386932,None,Moderate,Mild,None,Moderate
"The Final",2010,tt1390535,None,Moderate,Moderate,Mild,Moderate
"And Soon the Darkness",2010,tt1391034,None,Mild,Mild,Mild,Mild
Marmaduke,2010,tt1392197,None,None,None,None,None
"Once Upon a Time in Mumbaai",2010,tt1395054,Mild,Moderate,Mild,Moderate,Moderate
"Winter's Bone",2010,tt1399683,None,Moderate,Moderate,Severe,Moderate
"Rare Exports",2010,tt1401143,Mild,Moderate,Mild,None,Moderate
Hesher,2010,tt1403177,Moderate,Moderate,Severe,Moderate,Moderate
"True Grit",2010,tt1403865,None,Moderate,Mild,Mild,Moderate
"Remember Me",2010,tt1403981,Moderate,Moderate,Moderate,Moderate,Moderate
"The Romantics",2010,tt1403988,Moderate,None,Mild,Moderate,
"Loose Cannons",2010,tt1405810,,,,,
Altitude,2010,tt1407049,None,Moderate,Severe,Mild,Severe
"Just Wright",2010,tt1407061,Mild,,Mild,None,
Twelve,2010,tt1407084,Moderate,Severe,Moderate,Severe,Moderate
"You Again",2010,tt1414382,None,None,Mild,Mild,None
"Nanny McPhee Returns",2010,tt1415283,None,None,None,None,Mild
Somewhere,2010,tt1421051,Moderate,None,Mild,Mild,Mild
"Dog Pound",2010,tt1422020,Moderate,Severe,Severe,Moderate,Severe
"Even the Rain",2010,tt1422032,Mild,Moderate,Severe,Mild,
"Barney's Version",2010,tt1423894,Mild,Mild,Moderate,Moderate,Mild
Stone,2010,tt1423995,Moderate,Moderate,Severe,Mild,Mild
Predators,2010,tt1424381,Mild,Severe,Severe,Mild,Severe
Senna,2010,tt1424432,Mild,Moderate,Mild,None,Moderate
"Another Year",2010,tt1431181,Mild,None,Mild,Moderate,None
Faster,2010,tt1433108,Mild,Severe,Moderate,Moderate,Moderate
"Mumbai Diaries",2010,tt1433810,Mild,Mild,Mild,Mild,Mild
"Mother's Day",2010,tt1434435,Mild,Severe,Severe,Mild,Severe
"13 Assassins",2010,tt1436045,Mild,Severe,None,Mild,Severe
"Charlie St. Cloud",2010,tt1438254,Mild,Moderate,Moderate,Moderate,Moderate
Guzaarish,2010,tt1438298,None,None,None,Mild,Mild
"Little White Lies",2010,tt1440232,Mild,,,,
Submarine,2010,tt1440292,Mild,Mild,Moderate,Mild,None
"The American",2010,tt1440728,Moderate,Moderate,Mild,Mild,Mild
"The Way",2010,tt1441912,None,Mild,None,Mild,Mild
"Peepli [Live]",2010,tt1447508,,,,,
"StreetDance 3D",2010,tt1447972,Mild,,,,
"Vanishing on 7th Street",2010,tt1452628,None,Mild,Moderate,Mild,Moderate
"Khatta Meetha",2010,tt1455811,Mild,Moderate,Mild,Mild,Mild
"Legend of the Fist: The Return of Chen Zhen",2010,tt1456661,Mild,Severe,Moderate,Moderate,Severe
"Tomorrow, When the War Began",2010,tt1456941,Mild,Moderate,Moderate,Mild,Mild
"The Next Three Days",2010,tt1458175,Mild,Moderate,Moderate,Mild,Moderate
"The Outrage",2010,tt1462667,Mild,Severe,Severe,Moderate,Severe
Buried,2010,tt1462758,None,Moderate,Severe,Mild,Severe
"Stake Land",2010,tt1464580,Mild,Moderate,Moderate,Mild,Severe
Heartbreaker,2010,tt1465487,Moderate,Moderate,Moderate,Mild,Mild
"Tucker and Dale vs Evil",2010,tt1465522,Mild,Severe,Moderate,Mild,Mild
MacGruber,2010,tt1470023,Moderate,Severe,Severe,Mild,Moderate
Monsters,2010,tt1470827,None,Mild,Moderate,Mild,Moderate
"Saw 3D",2010,tt1477076,None,Severe,Severe,Mild,Severe
Happythankyoumoreplease,2010,tt1481572,Mild,None,Mild,Mild,None
"Tamara Drewe",2010,tt1486190,Mild,Mild,Moderate,Mild,Mild
"The King's Speech",2010,tt1504320,None,None,Moderate,Mild,None
Super,2010,tt1512235,Severe,Severe,Severe,Severe,Severe
"Los ojos de Julia",2010,tt1512685,Mild,Moderate,Mild,None,Moderate
4.3.2.1.,2010,tt1514041,Moderate,Moderate,Severe,Severe,Moderate
"Meek's Cutoff",2010,tt1518812,None,Mild,Mild,None,Mild
Potiche,2010,tt1521848,Mild,None,None,Mild,None
Kaboom,2010,tt1523483,Moderate,Moderate,Moderate,Mild,Mild
"The Man from Nowhere",2010,tt1527788,Mild,Severe,Severe,Moderate,Moderate
"Rien à déclarer",2010,tt1528313,Mild,Mild,Moderate,,
Trust,2010,tt1529572,Severe,Mild,Moderate,Mild,Moderate
"Everything Must Go",2010,tt1531663,Moderate,Mild,Moderate,Severe,Mild
Beginners,2010,tt1532503,Mild,None,Mild,Mild,None
"Let the Bullets Fly",2010,tt1533117,Mild,Moderate,Severe,Moderate,Moderate
"Beyond the Black Rainbow",2010,tt1534085,Mild,Severe,Moderate,Moderate,Severe
"Paranormal Activity 2",2010,tt1536044,Mild,Moderate,Moderate,Mild,Severe
"127 Hours",2010,tt1542344,Mild,Severe,Moderate,Mild,Severe
"Point Blank",2010,tt1545759,None,Moderate,Severe,Mild,Mild
"Country Strong",2010,tt1555064,Moderate,Mild,Moderate,Moderate,Mild
"Elite Squad 2: The Enemy Within",2010,tt1555149,Mild,Severe,Severe,Mild,Moderate
GasLand,2010,tt1558250,,,,,
Restrepo,2010,tt1559549,Mild,Severe,Severe,Mild,Severe
Boy,2010,tt1560139,Mild,Mild,Moderate,Moderate,Mild
Skyline,2010,tt1564585,Mild,Moderate,Mild,Moderate,Moderate
"Romantics Anonymous",2010,tt1565958,Mild,,None,,
"Waiting for Superman",2010,tt1566648,,,,,
"The Secret World of Arrietty",2010,tt1568921,None,None,None,None,None
"Tiny Furniture",2010,tt1570989,Moderate,,Moderate,Moderate,
"Tees Maar Khan",2010,tt1572311,Mild,Mild,Mild,Mild,None
"The Last Circus",2010,tt1572491,Moderate,Severe,Moderate,Mild,Severe
Housefull,2010,tt1573072,Moderate,Mild,Mild,Mild,None
"Recep Ivedik 3",2010,tt1577061,None,None,Severe,None,None
"Daydream Nation",2010,tt1581835,Mild,Moderate,Mild,Moderate,
Catfish,2010,tt1584016,Moderate,None,Mild,None,Mild
"Exit Through the Gift Shop",2010,tt1587707,None,None,Mild,Mild,Moderate
"I Saw the Devil",2010,tt1588170,Severe,Severe,Severe,Mild,Severe
"Of Gods and Men",2010,tt1588337,None,Moderate,Mild,None,Severe
"Uncle Boonmee Who Can Recall His Past Lives",2010,tt1588895,Mild,None,None,None,Mild
Confessions,2010,tt1590089,Mild,Severe,Moderate,None,Severe
Insidious,2010,tt1591095,None,Moderate,Mild,None,Severe
"Eyyvah Eyvah",2010,tt1594918,,,,,
Heartbeats,2010,tt1600524,Mild,Mild,Moderate,Moderate,None
"Band Baaja Baaraat",2010,tt1610452,Moderate,,,,
Rubber,2010,tt1612774,Mild,Severe,Moderate,None,Mild
Dabangg,2010,tt1620719,Mild,Severe,Mild,Mild,Severe
"Tere Bin Laden",2010,tt1629391,Mild,,Mild,Mild,
"Cold Fish",2010,tt1632547,Severe,Severe,Moderate,Mild,Severe
"Montevideo: Taste of a Dream",2010,tt1634013,,,,,
Udaan,2010,tt1639426,Mild,Moderate,Mild,Moderate,Mild
Armadillo,2010,tt1640680,Moderate,Severe,Severe,Moderate,Moderate
"The Legend Is Born: Ip Man",2010,tt1641638,None,Moderate,Mild,Mild,Moderate
"Inside Job",2010,tt1645089,Mild,None,None,Mild,Mild
"Open Season 3",2010,tt1646926,None,Mild,None,None,Mild
Bedevilled,2010,tt1646959,Severe,Severe,Moderate,Mild,Severe
"New Kids Turbo",2010,tt1648112,Moderate,Severe,Severe,Severe,Moderate
"Three Steps Above Heaven",2010,tt1648216,Mild,Mild,Mild,Mild,Mild
"Ong Bak 3",2010,tt1653690,None,Severe,None,Mild,Moderate
"Cave of Forgotten Dreams",2010,tt1664894,None,None,None,None,None
"Vampires Suck",2010,tt1666186,Moderate,Moderate,Moderate,Mild,Mild
"Hunting Season",2010,tt1668191,,,,,
"Elle s'appelait Sarah",2010,tt1668200,None,Mild,None,None,Mild
"A Cat in Paris",2010,tt1673702,None,Mild,Mild,Mild,Mild
Klown,2010,tt1680136,Severe,Moderate,Severe,Severe,Mild
"Act of Vengeance",2010,tt1686039,None,Severe,Mild,Mild,Severe
Hell,2010,tt1692190,Severe,Severe,Severe,Severe,Severe
"The Trip",2010,tt1740047,Mild,None,Moderate,Mild,None
Trollhunter,2010,tt1740707,None,Moderate,Moderate,Mild,Moderate
"The Women on the 6th Floor",2010,tt1805297,,,,,
"The Rum Diary",2011,tt0376136,Mild,Mild,Severe,Severe,Mild
"Gnomeo & Juliet",2011,tt0377981,None,Mild,Mild,None,Mild
"Cowboys & Aliens",2011,tt0409847,Mild,Moderate,Mild,Mild,Moderate
"Real Steel",2011,tt0433035,Mild,Mild,Mild,None,Mild
"Puss in Boots",2011,tt0448694,None,Mild,None,Mild,Mild
"Captain America: The First Avenger",2011,tt0458339,Mild,Moderate,Mild,None,Mild
Margaret,2011,tt0466893,Moderate,Moderate,Moderate,Moderate,Severe
"Tower Heist",2011,tt0471042,Mild,Mild,Moderate,Mild,Mild
"The Smurfs",2011,tt0472181,Mild,Mild,None,Mild,Mild
"The Mechanic",2011,tt0472399,Moderate,Severe,Moderate,Moderate,Moderate
"Extremely Loud & Incredibly Close",2011,tt0477302,None,Moderate,Mild,Mild,Moderate
"The Tree of Life",2011,tt0478304,None,Mild,None,None,Mild
"Season of the Witch",2011,tt0479997,None,Severe,Mild,Mild,Severe
"Atlas Shrugged: Part I",2011,tt0480239,Mild,Mild,Mild,Mild,Mild
"Hall Pass",2011,tt0480687,Severe,Mild,Moderate,Mild,None
"Something Borrowed",2011,tt0491152,Mild,None,Mild,Mild,None
"What's Your Number?",2011,tt0770703,Moderate,None,Moderate,Mild,None
Samsara,2011,tt0770802,Mild,None,None,None,Mild
Drive,2011,tt0780504,Moderate,Severe,Moderate,Mild,Severe
Thor,2011,tt0800369,None,Mild,Mild,Mild,Mild
"Red Dog",2011,tt0803061,Mild,Mild,Mild,Mild,Mild
"Jack and Jill",2011,tt0810913,Moderate,Mild,Mild,Moderate,Severe
"Take Me Home Tonight",2011,tt0810922,Mild,Mild,Severe,Severe,None
"Conan the Barbarian",2011,tt0816462,Moderate,Severe,Mild,Mild,Moderate
Priest,2011,tt0822847,None,Severe,Mild,Mild,Moderate
"Hoodwinked 2: Hood vs. Evil",2011,tt0844993,Mild,Mild,Mild,Mild,Mild
"Red State",2011,tt0873886,Mild,Severe,Severe,Mild,Severe
Sanctum,2011,tt0881320,Mild,Severe,Severe,Mild,Severe
"From Prada to Nada",2011,tt0893412,Mild,Mild,Mild,Moderate,
"The Thing",2011,tt0905372,None,Severe,Severe,Mild,Severe
"Source Code",2011,tt0945513,None,Moderate,Mild,None,Moderate
"A Monster in Paris",2011,tt0961097,None,Mild,None,Mild,Mild
Hugo,2011,tt0970179,None,Mild,None,Mild,Mild
"Sucker Punch",2011,tt0978764,Mild,Moderate,Mild,Mild,Moderate
"The Adventures of Tintin",2011,tt0983193,None,Moderate,None,Moderate,Mild
"The Green Hornet",2011,tt0990407,Mild,Moderate,Moderate,Mild,Mild
Hanna,2011,tt0993842,Mild,Moderate,Moderate,None,Moderate
"Straw Dogs",2011,tt0999913,Moderate,Severe,Severe,Moderate,Severe
"The Iron Lady",2011,tt1007029,Mild,Moderate,Mild,Mild,Mild
"The Descendants",2011,tt1033575,Mild,Mild,Severe,Mild,Mild
"The Eagle",2011,tt1034389,None,Moderate,Mild,None,Mild
"The Big Year",2011,tt1053810,Mild,None,Mild,Mild,None
"Water for Elephants",2011,tt1067583,Mild,Moderate,Mild,Moderate,Moderate
"Monte Carlo",2011,tt1067774,None,None,Mild,None,None
Footloose,2011,tt1068242,Mild,Mild,Moderate,Moderate,Mild
"Ghost Rider: Spirit of Vengeance",2011,tt1071875,Mild,Moderate,Mild,Mild,Moderate
"Megan Is Missing",2011,tt1087461,Severe,Severe,Severe,Severe,Severe
Paul,2011,tt1092026,Mild,Mild,Severe,Moderate,Mild
"The Darkest Hour",2011,tt1093357,None,Moderate,Moderate,Mild,Moderate
"George Harrison: Living in the Material World",2011,tt1113829,None,Mild,Moderate,Moderate,Mild
"The Ides of March",2011,tt1124035,Mild,None,Severe,Mild,Mild
"Green Lantern",2011,tt1133985,None,Moderate,Mild,Mild,Moderate
Beastly,2011,tt1152398,Mild,Mild,Moderate,Mild,
"The Rite",2011,tt1161864,Mild,Moderate,Mild,None,Moderate
"Wuthering Heights",2011,tt1181614,Moderate,Severe,Moderate,Mild,Severe
"The Skin I Live In",2011,tt1189073,Severe,Severe,Moderate,Moderate,Severe
"The Lincoln Lawyer",2011,tt1189340,Mild,Moderate,Moderate,Moderate,Moderate
Rango,2011,tt1192628,Mild,Mild,Mild,Moderate,Moderate
"Harry Potter and the Deathly Hallows: Part 2",2011,tt1201607,None,Moderate,Mild,None,Moderate
Tyrannosaur,2011,tt1204340,Moderate,Severe,Severe,Moderate,Severe
"The Muppets",2011,tt1204342,None,Mild,None,None,None
Hick,2011,tt1205558,Mild,Mild,Moderate,Moderate,Mild
Moneyball,2011,tt1210166,None,None,Moderate,Mild,None
"Seeking Justice",2011,tt1214962,Mild,Moderate,Moderate,Mild,Mild
"Cars 2",2011,tt1216475,None,Moderate,None,Mild,Moderate
"Battle Los Angeles",2011,tt1217613,None,Moderate,Moderate,Mild,Moderate
Limitless,2011,tt1219289,Moderate,Moderate,Moderate,Severe,Moderate
Zookeeper,2011,tt1222817,Mild,Mild,Mild,Mild,None
"Mission: Impossible - Ghost Protocol",2011,tt1229238,Mild,Moderate,Mild,Mild,Moderate
"Jane Eyre",2011,tt1229822,Mild,Mild,None,Mild,Mild
"A Good Old Fashioned Orgy",2011,tt1231586,Moderate,None,Severe,Moderate,None
Ironclad,2011,tt1233301,Mild,Severe,Mild,None,Severe
Sidewalls,2011,tt1235841,Moderate,None,Mild,Moderate,None
"Your Highness",2011,tt1240982,Moderate,Severe,Severe,Moderate,Mild
"We Need to Talk About Kevin",2011,tt1242460,Moderate,Moderate,Moderate,Mild,Severe
Immortals,2011,tt1253864,Moderate,Severe,Mild,None,Moderate
"The Cabin in the Woods",2011,tt1259521,Moderate,Severe,Moderate,Moderate,Severe
"Scream 4",2011,tt1262416,Mild,Severe,Severe,Moderate,Severe
"The Roommate",2011,tt1265990,Mild,Moderate,Moderate,Moderate,Severe
"A Very Harold & Kumar Christmas",2011,tt1268799,Severe,Moderate,Severe,Severe,None
